economy,period
Cocos (Keeling) Islands,2007Q03
Colombia,2007Q03
Comoros,2007Q03
Congo,2007Q03
Cook Islands,2007Q03
Costa Rica,2007Q03
Cote d'Ivoire,2007Q03
Croatia,2007Q03
Cuba,2007Q03
Curacao,2007Q03
Cyprus,2007Q03
Dem. People's Rep. of Korea,2007Q03
Dem. Rep. of the Congo,2007Q03
Denmark,2007Q03
Djibouti,2007Q03
Dominica,2007Q03
Dominican Republic,2007Q03
Ecuador,2007Q03
Egypt,2007Q03
El Salvador,2007Q03
Equatorial Guinea,2007Q03
Eritrea,2007Q03
Estonia,2007Q03
Faroe Islands,2007Q03
Fiji,2007Q03
Finland,2007Q03
France,2007Q03
French Guiana,2007Q03
French Polynesia,2007Q03
Gabon,2007Q03
Gambia,2007Q03
Georgia,2007Q03
Germany,2007Q03
Ghana,2007Q03
Gibraltar,2007Q03
Greece,2007Q03
Grenada,2007Q03
Guadeloupe,2007Q03
Guam,2007Q03
Guatemala,2007Q03
Guernsey,2007Q03
Guinea,2007Q03
Guinea-Bissau,2007Q03
Guyana,2007Q03
Haiti,2007Q03
Honduras,2007Q03
Iceland,2007Q03
India,2007Q03
Indonesia,2007Q03
Iran (Islamic Republic of),2007Q03
Iraq,2007Q03
Ireland,2007Q03
Israel,2007Q03
Italy,2007Q03
Jamaica,2007Q03
Japan,2007Q03
Jersey,2007Q03
Jordan,2007Q03
Kenya,2007Q03
Kuwait,2007Q03
Latvia,2007Q03
Lebanon,2007Q03
Liberia,2007Q03
Libya,2007Q03
Lithuania,2007Q03
Madagascar,2007Q03
Malaysia,2007Q03
Maldives,2007Q03
Malta,2007Q03
Marshall Islands,2007Q03
Martinique,2007Q03
Mauritania,2007Q03
Mauritius,2007Q03
Mayotte,2007Q03
Mexico,2007Q03
Micronesia (Federated States of),2007Q03
Montenegro,2007Q03
Montserrat,2007Q03
Morocco,2007Q03
Mozambique,2007Q03
Myanmar,2007Q03
Namibia,2007Q03
Netherlands (Kingdom of the),2007Q03
Netherlands Antilles,2007Q03
New Caledonia,2007Q03
New Zealand,2007Q03
Nicaragua,2007Q03
Nigeria,2007Q03
Norfolk Island,2007Q03
Northern Mariana Islands,2007Q03
Norway,2007Q03
Oman,2007Q03
Pakistan,2007Q03
Palau,2007Q03
Panama,2007Q03
Papua New Guinea,2007Q03
Peru,2007Q03
Philippines,2007Q03
Poland,2007Q03
Portugal,2007Q03
Puerto Rico,2007Q03
Qatar,2007Q03
Republic of Korea,2007Q03
Reunion,2007Q03
Romania,2007Q03
Russian Federation,2007Q03
Saint Kitts and Nevis,2007Q03
Saint Lucia,2007Q03
Saint Vincent and the Grenadines,2007Q03
Samoa,2007Q03
Sao Tome and Principe,2007Q03
Saudi Arabia,2007Q03
Senegal,2007Q03
Serbia and Montenegro,2007Q03
Seychelles,2007Q03
Sierra Leone,2007Q03
Singapore,2007Q03
Sint Maarten (Dutch part),2007Q03
Slovenia,2007Q03
Solomon Islands,2007Q03
Somalia,2007Q03
South Africa,2007Q03
Spain,2007Q03
Sri Lanka,2007Q03
Sudan,2007Q03
Sudan (...2011),2007Q03
Suriname,2007Q03
Sweden,2007Q03
Syrian Arab Republic,2007Q03
Thailand,2007Q03
Timor-Leste,2007Q03
Togo,2007Q03
Tonga,2007Q03
Trinidad and Tobago,2007Q03
Tunisia,2007Q03
Turkiye,2007Q03
Turks and Caicos Islands,2007Q03
Ukraine,2007Q03
United Arab Emirates,2007Q03
United Kingdom,2007Q03
United Republic of Tanzania,2007Q03
United States,2007Q03
United States Virgin Islands,2007Q03
Uruguay,2007Q03
Vanuatu,2007Q03
Venezuela (Bolivarian Rep. of),2007Q03
Viet Nam,2007Q03
Wallis and Futuna Islands,2007Q03
Yemen,2007Q03
Albania,2007Q04
Algeria,2007Q04
American Samoa,2007Q04
Angola,2007Q04
Antigua and Barbuda,2007Q04
Argentina,2007Q04
Aruba,2007Q04
Australia,2007Q04
Bahamas,2007Q04
Bahrain,2007Q04
Bangladesh,2007Q04
Barbados,2007Q04
Belgium,2007Q04
Belize,2007Q04
Benin,2007Q04
Bermuda,2007Q04
"Bonaire, Sint Eustatius and Saba",2007Q04
Brazil,2007Q04
British Virgin Islands,2007Q04
Brunei Darussalam,2007Q04
Bulgaria,2007Q04
Cabo Verde,2007Q04
Cambodia,2007Q04
Cameroon,2007Q04
Canada,2007Q04
Cayman Islands,2007Q04
Chile,2007Q04
China,2007Q04
"China, Hong Kong SAR",2007Q04
"China, Taiwan Province of",2007Q04
Colombia,2007Q04
Comoros,2007Q04
Congo,2007Q04
Costa Rica,2007Q04
Cote d'Ivoire,2007Q04
Croatia,2007Q04
Cuba,2007Q04
Curacao,2007Q04
Cyprus,2007Q04
Dem. People's Rep. of Korea,2007Q04
Dem. Rep. of the Congo,2007Q04
Denmark,2007Q04
Djibouti,2007Q04
Dominica,2007Q04
Dominican Republic,2007Q04
Ecuador,2007Q04
Egypt,2007Q04
El Salvador,2007Q04
Equatorial Guinea,2007Q04
Eritrea,2007Q04
Estonia,2007Q04
Faroe Islands,2007Q04
Fiji,2007Q04
Finland,2007Q04
France,2007Q04
French Guiana,2007Q04
French Polynesia,2007Q04
Gabon,2007Q04
Gambia,2007Q04
Georgia,2007Q04
Germany,2007Q04
Ghana,2007Q04
Gibraltar,2007Q04
Greece,2007Q04
Grenada,2007Q04
Guadeloupe,2007Q04
Guam,2007Q04
Guatemala,2007Q04
Guernsey,2007Q04
Guinea,2007Q04
Guinea-Bissau,2007Q04
Guyana,2007Q04
Haiti,2007Q04
Honduras,2007Q04
Iceland,2007Q04
India,2007Q04
Indonesia,2007Q04
Iran (Islamic Republic of),2007Q04
Iraq,2007Q04
Ireland,2007Q04
Israel,2007Q04
Italy,2007Q04
Jamaica,2007Q04
Japan,2007Q04
Jersey,2007Q04
Jordan,2007Q04
Kenya,2007Q04
Kuwait,2007Q04
Latvia,2007Q04
Lebanon,2007Q04
Liberia,2007Q04
Libya,2007Q04
Lithuania,2007Q04
Madagascar,2007Q04
Malaysia,2007Q04
Maldives,2007Q04
Malta,2007Q04
Marshall Islands,2007Q04
Martinique,2007Q04
Mauritania,2007Q04
Mauritius,2007Q04
Mayotte,2007Q04
Mexico,2007Q04
Micronesia (Federated States of),2007Q04
Montenegro,2007Q04
Morocco,2007Q04
Mozambique,2007Q04
Myanmar,2007Q04
Namibia,2007Q04
Netherlands (Kingdom of the),2007Q04
Netherlands Antilles,2007Q04
New Caledonia,2007Q04
New Zealand,2007Q04
Nicaragua,2007Q04
Nigeria,2007Q04
Norfolk Island,2007Q04
Northern Mariana Islands,2007Q04
Norway,2007Q04
Oman,2007Q04
Pakistan,2007Q04
Palau,2007Q04
Panama,2007Q04
Papua New Guinea,2007Q04
Paraguay,2007Q04
Peru,2007Q04
Philippines,2007Q04
Poland,2007Q04
Portugal,2007Q04
Puerto Rico,2007Q04
Qatar,2007Q04
Republic of Korea,2007Q04
Reunion,2007Q04
Romania,2007Q04
Russian Federation,2007Q04
Saint Kitts and Nevis,2007Q04
Saint Lucia,2007Q04
Saint Vincent and the Grenadines,2007Q04
Samoa,2007Q04
Sao Tome and Principe,2007Q04
Saudi Arabia,2007Q04
Senegal,2007Q04
Serbia and Montenegro,2007Q04
Seychelles,2007Q04
Sierra Leone,2007Q04
Singapore,2007Q04
Sint Maarten (Dutch part),2007Q04
Slovenia,2007Q04
Solomon Islands,2007Q04
Somalia,2007Q04
South Africa,2007Q04
Spain,2007Q04
Sri Lanka,2007Q04
Sudan,2007Q04
Sudan (...2011),2007Q04
Suriname,2007Q04
Sweden,2007Q04
Syrian Arab Republic,2007Q04
Thailand,2007Q04
Timor-Leste,2007Q04
Togo,2007Q04
Tonga,2007Q04
Trinidad and Tobago,2007Q04
Tunisia,2007Q04
Turkiye,2007Q04
Turks and Caicos Islands,2007Q04
Ukraine,2007Q04
United Arab Emirates,2007Q04
United Kingdom,2007Q04
United Republic of Tanzania,2007Q04
United States,2007Q04
United States Virgin Islands,2007Q04
Uruguay,2007Q04
Vanuatu,2007Q04
Venezuela (Bolivarian Rep. of),2007Q04
Viet Nam,2007Q04
Wallis and Futuna Islands,2007Q04
Yemen,2007Q04
Albania,2008Q01
Algeria,2008Q01
American Samoa,2008Q01
Angola,2008Q01
Antigua and Barbuda,2008Q01
Argentina,2008Q01
Aruba,2008Q01
Australia,2008Q01
Bahamas,2008Q01
Bahrain,2008Q01
Bangladesh,2008Q01
Barbados,2008Q01
Belgium,2008Q01
Belize,2008Q01
Benin,2008Q01
Bermuda,2008Q01
"Bonaire, Sint Eustatius and Saba",2008Q01
Brazil,2008Q01
British Virgin Islands,2008Q01
Brunei Darussalam,2008Q01
Bulgaria,2008Q01
Cabo Verde,2008Q01
Cambodia,2008Q01
Cameroon,2008Q01
Canada,2008Q01
Cayman Islands,2008Q01
Chile,2008Q01
China,2008Q01
"China, Hong Kong SAR",2008Q01
"China, Taiwan Province of",2008Q01
Colombia,2008Q01
Comoros,2008Q01
Congo,2008Q01
Costa Rica,2008Q01
Cote d'Ivoire,2008Q01
Croatia,2008Q01
Cuba,2008Q01
Curacao,2008Q01
Cyprus,2008Q01
Dem. People's Rep. of Korea,2008Q01
Dem. Rep. of the Congo,2008Q01
Denmark,2008Q01
Djibouti,2008Q01
Dominica,2008Q01
Dominican Republic,2008Q01
Ecuador,2008Q01
Egypt,2008Q01
El Salvador,2008Q01
Equatorial Guinea,2008Q01
Eritrea,2008Q01
Estonia,2008Q01
Faroe Islands,2008Q01
Fiji,2008Q01
Finland,2008Q01
France,2008Q01
French Guiana,2008Q01
French Polynesia,2008Q01
Gabon,2008Q01
Gambia,2008Q01
Georgia,2008Q01
Germany,2008Q01
Ghana,2008Q01
Gibraltar,2008Q01
Greece,2008Q01
Grenada,2008Q01
Guadeloupe,2008Q01
Guam,2008Q01
Guatemala,2008Q01
Guernsey,2008Q01
Guinea,2008Q01
Guinea-Bissau,2008Q01
Guyana,2008Q01
Haiti,2008Q01
Honduras,2008Q01
Iceland,2008Q01
India,2008Q01
Indonesia,2008Q01
Iran (Islamic Republic of),2008Q01
Iraq,2008Q01
Ireland,2008Q01
Israel,2008Q01
Italy,2008Q01
Jamaica,2008Q01
Japan,2008Q01
Jersey,2008Q01
Jordan,2008Q01
Kenya,2008Q01
Kuwait,2008Q01
Latvia,2008Q01
Lebanon,2008Q01
Liberia,2008Q01
Libya,2008Q01
Lithuania,2008Q01
Madagascar,2008Q01
Malaysia,2008Q01
Maldives,2008Q01
Malta,2008Q01
Marshall Islands,2008Q01
Martinique,2008Q01
Mauritania,2008Q01
Mauritius,2008Q01
Mayotte,2008Q01
Mexico,2008Q01
Micronesia (Federated States of),2008Q01
Montenegro,2008Q01
Morocco,2008Q01
Mozambique,2008Q01
Myanmar,2008Q01
Namibia,2008Q01
Netherlands (Kingdom of the),2008Q01
Netherlands Antilles,2008Q01
New Caledonia,2008Q01
New Zealand,2008Q01
Nicaragua,2008Q01
Nigeria,2008Q01
Norfolk Island,2008Q01
Northern Mariana Islands,2008Q01
Norway,2008Q01
Oman,2008Q01
Pakistan,2008Q01
Palau,2008Q01
Panama,2008Q01
Papua New Guinea,2008Q01
Paraguay,2008Q01
Peru,2008Q01
Philippines,2008Q01
Poland,2008Q01
Portugal,2008Q01
Puerto Rico,2008Q01
Qatar,2008Q01
Republic of Korea,2008Q01
Reunion,2008Q01
Romania,2008Q01
Russian Federation,2008Q01
Saint Kitts and Nevis,2008Q01
Saint Lucia,2008Q01
Saint Vincent and the Grenadines,2008Q01
Samoa,2008Q01
Sao Tome and Principe,2008Q01
Saudi Arabia,2008Q01
Senegal,2008Q01
Serbia and Montenegro,2008Q01
Seychelles,2008Q01
Sierra Leone,2008Q01
Singapore,2008Q01
Sint Maarten (Dutch part),2008Q01
Slovenia,2008Q01
Solomon Islands,2008Q01
Somalia,2008Q01
South Africa,2008Q01
Spain,2008Q01
Sri Lanka,2008Q01
Sudan,2008Q01
Sudan (...2011),2008Q01
Suriname,2008Q01
Sweden,2008Q01
Syrian Arab Republic,2008Q01
Thailand,2008Q01
Timor-Leste,2008Q01
Togo,2008Q01
Tonga,2008Q01
Trinidad and Tobago,2008Q01
Tunisia,2008Q01
Turkiye,2008Q01
Turks and Caicos Islands,2008Q01
Ukraine,2008Q01
United Arab Emirates,2008Q01
United Kingdom,2008Q01
United Republic of Tanzania,2008Q01
United States,2008Q01
United States Virgin Islands,2008Q01
Uruguay,2008Q01
Vanuatu,2008Q01
Venezuela (Bolivarian Rep. of),2008Q01
Viet Nam,2008Q01
Wallis and Futuna Islands,2008Q01
Yemen,2008Q01
Albania,2008Q02
Algeria,2008Q02
American Samoa,2008Q02
Angola,2008Q02
Antigua and Barbuda,2008Q02
Argentina,2008Q02
Aruba,2008Q02
Australia,2008Q02
Bahamas,2008Q02
Bahrain,2008Q02
Bangladesh,2008Q02
Barbados,2008Q02
Belgium,2008Q02
Belize,2008Q02
Benin,2008Q02
Bermuda,2008Q02
"Bonaire, Sint Eustatius and Saba",2008Q02
Brazil,2008Q02
British Virgin Islands,2008Q02
Brunei Darussalam,2008Q02
Bulgaria,2008Q02
Cabo Verde,2008Q02
Cambodia,2008Q02
Cameroon,2008Q02
Canada,2008Q02
Cayman Islands,2008Q02
Chile,2008Q02
China,2008Q02
"China, Hong Kong SAR",2008Q02
"China, Taiwan Province of",2008Q02
Colombia,2008Q02
Comoros,2008Q02
Congo,2008Q02
Cook Islands,2008Q02
Costa Rica,2008Q02
Cote d'Ivoire,2008Q02
Croatia,2008Q02
Cuba,2008Q02
Curacao,2008Q02
Cyprus,2008Q02
Dem. People's Rep. of Korea,2008Q02
Dem. Rep. of the Congo,2008Q02
Denmark,2008Q02
Djibouti,2008Q02
Dominica,2008Q02
Dominican Republic,2008Q02
Ecuador,2008Q02
Egypt,2008Q02
El Salvador,2008Q02
Equatorial Guinea,2008Q02
Eritrea,2008Q02
Estonia,2008Q02
Faroe Islands,2008Q02
Fiji,2008Q02
Finland,2008Q02
France,2008Q02
French Guiana,2008Q02
French Polynesia,2008Q02
Gabon,2008Q02
Gambia,2008Q02
Georgia,2008Q02
Germany,2008Q02
Ghana,2008Q02
Gibraltar,2008Q02
Greece,2008Q02
Grenada,2008Q02
Guadeloupe,2008Q02
Guam,2008Q02
Guatemala,2008Q02
Guernsey,2008Q02
Guinea,2008Q02
Guinea-Bissau,2008Q02
Guyana,2008Q02
Haiti,2008Q02
Honduras,2008Q02
Iceland,2008Q02
India,2008Q02
Indonesia,2008Q02
Iran (Islamic Republic of),2008Q02
Iraq,2008Q02
Ireland,2008Q02
Israel,2008Q02
Italy,2008Q02
Jamaica,2008Q02
Japan,2008Q02
Jersey,2008Q02
Jordan,2008Q02
Kenya,2008Q02
Kuwait,2008Q02
Latvia,2008Q02
Lebanon,2008Q02
Liberia,2008Q02
Libya,2008Q02
Lithuania,2008Q02
Madagascar,2008Q02
Malaysia,2008Q02
Maldives,2008Q02
Malta,2008Q02
Marshall Islands,2008Q02
Martinique,2008Q02
Mauritania,2008Q02
Mauritius,2008Q02
Mayotte,2008Q02
Mexico,2008Q02
Micronesia (Federated States of),2008Q02
Montenegro,2008Q02
Morocco,2008Q02
Mozambique,2008Q02
Myanmar,2008Q02
Namibia,2008Q02
Netherlands (Kingdom of the),2008Q02
Netherlands Antilles,2008Q02
New Caledonia,2008Q02
New Zealand,2008Q02
Nicaragua,2008Q02
Nigeria,2008Q02
Norfolk Island,2008Q02
Northern Mariana Islands,2008Q02
Norway,2008Q02
Oman,2008Q02
Pakistan,2008Q02
Palau,2008Q02
Panama,2008Q02
Papua New Guinea,2008Q02
Paraguay,2008Q02
Peru,2008Q02
Philippines,2008Q02
Poland,2008Q02
Portugal,2008Q02
Puerto Rico,2008Q02
Qatar,2008Q02
Republic of Korea,2008Q02
Reunion,2008Q02
Romania,2008Q02
Russian Federation,2008Q02
Saint Kitts and Nevis,2008Q02
Saint Lucia,2008Q02
Saint Vincent and the Grenadines,2008Q02
Samoa,2008Q02
Sao Tome and Principe,2008Q02
Saudi Arabia,2008Q02
Senegal,2008Q02
Serbia and Montenegro,2008Q02
Seychelles,2008Q02
Sierra Leone,2008Q02
Singapore,2008Q02
Sint Maarten (Dutch part),2008Q02
Slovenia,2008Q02
Solomon Islands,2008Q02
Somalia,2008Q02
South Africa,2008Q02
Spain,2008Q02
Sri Lanka,2008Q02
Sudan,2008Q02
Sudan (...2011),2008Q02
Suriname,2008Q02
Sweden,2008Q02
Syrian Arab Republic,2008Q02
Thailand,2008Q02
Timor-Leste,2008Q02
Togo,2008Q02
Tonga,2008Q02
Trinidad and Tobago,2008Q02
Tunisia,2008Q02
Turkiye,2008Q02
Turks and Caicos Islands,2008Q02
Tuvalu,2008Q02
Ukraine,2008Q02
United Arab Emirates,2008Q02
United Kingdom,2008Q02
United Republic of Tanzania,2008Q02
United States,2008Q02
United States Virgin Islands,2008Q02
Uruguay,2008Q02
Vanuatu,2008Q02
Venezuela (Bolivarian Rep. of),2008Q02
Viet Nam,2008Q02
Wallis and Futuna Islands,2008Q02
Yemen,2008Q02
Albania,2008Q03
Algeria,2008Q03
American Samoa,2008Q03
Angola,2008Q03
Antigua and Barbuda,2008Q03
Argentina,2008Q03
Aruba,2008Q03
Australia,2008Q03
Bahamas,2008Q03
Bahrain,2008Q03
Bangladesh,2008Q03
Barbados,2008Q03
Belgium,2008Q03
Belize,2008Q03
Benin,2008Q03
Bermuda,2008Q03
"Bonaire, Sint Eustatius and Saba",2008Q03
Brazil,2008Q03
British Virgin Islands,2008Q03
Brunei Darussalam,2008Q03
Bulgaria,2008Q03
Cabo Verde,2008Q03
Cambodia,2008Q03
Cameroon,2008Q03
Canada,2008Q03
Cayman Islands,2008Q03
Chile,2008Q03
China,2008Q03
"China, Hong Kong SAR",2008Q03
"China, Taiwan Province of",2008Q03
Colombia,2008Q03
Comoros,2008Q03
Congo,2008Q03
Cook Islands,2008Q03
Costa Rica,2008Q03
Cote d'Ivoire,2008Q03
Croatia,2008Q03
Cuba,2008Q03
Curacao,2008Q03
Cyprus,2008Q03
Dem. People's Rep. of Korea,2008Q03
Dem. Rep. of the Congo,2008Q03
Denmark,2008Q03
Djibouti,2008Q03
Dominica,2008Q03
Dominican Republic,2008Q03
Ecuador,2008Q03
Egypt,2008Q03
El Salvador,2008Q03
Equatorial Guinea,2008Q03
Eritrea,2008Q03
Estonia,2008Q03
Faroe Islands,2008Q03
Fiji,2008Q03
Finland,2008Q03
France,2008Q03
French Guiana,2008Q03
French Polynesia,2008Q03
Gabon,2008Q03
Gambia,2008Q03
Georgia,2008Q03
Germany,2008Q03
Ghana,2008Q03
Gibraltar,2008Q03
Greece,2008Q03
Grenada,2008Q03
Guadeloupe,2008Q03
Guam,2008Q03
Guatemala,2008Q03
Guernsey,2008Q03
Guinea,2008Q03
Guinea-Bissau,2008Q03
Guyana,2008Q03
Haiti,2008Q03
Honduras,2008Q03
Iceland,2008Q03
India,2008Q03
Indonesia,2008Q03
Iran (Islamic Republic of),2008Q03
Iraq,2008Q03
Ireland,2008Q03
Israel,2008Q03
Italy,2008Q03
Jamaica,2008Q03
Japan,2008Q03
Jersey,2008Q03
Jordan,2008Q03
Kenya,2008Q03
Kiribati,2008Q03
Kuwait,2008Q03
Latvia,2008Q03
Lebanon,2008Q03
Liberia,2008Q03
Libya,2008Q03
Lithuania,2008Q03
Madagascar,2008Q03
Malaysia,2008Q03
Maldives,2008Q03
Malta,2008Q03
Marshall Islands,2008Q03
Martinique,2008Q03
Mauritania,2008Q03
Mauritius,2008Q03
Mayotte,2008Q03
Mexico,2008Q03
Micronesia (Federated States of),2008Q03
Montenegro,2008Q03
Morocco,2008Q03
Mozambique,2008Q03
Myanmar,2008Q03
Namibia,2008Q03
Netherlands (Kingdom of the),2008Q03
Netherlands Antilles,2008Q03
New Caledonia,2008Q03
New Zealand,2008Q03
Nicaragua,2008Q03
Nigeria,2008Q03
Norfolk Island,2008Q03
Northern Mariana Islands,2008Q03
Norway,2008Q03
Oman,2008Q03
Pakistan,2008Q03
Palau,2008Q03
Panama,2008Q03
Papua New Guinea,2008Q03
Paraguay,2008Q03
Peru,2008Q03
Philippines,2008Q03
Poland,2008Q03
Portugal,2008Q03
Puerto Rico,2008Q03
Qatar,2008Q03
Republic of Korea,2008Q03
Reunion,2008Q03
Romania,2008Q03
Russian Federation,2008Q03
Saint Kitts and Nevis,2008Q03
Saint Lucia,2008Q03
Saint Vincent and the Grenadines,2008Q03
Samoa,2008Q03
Sao Tome and Principe,2008Q03
Saudi Arabia,2008Q03
Senegal,2008Q03
Serbia and Montenegro,2008Q03
Seychelles,2008Q03
Sierra Leone,2008Q03
Singapore,2008Q03
Sint Maarten (Dutch part),2008Q03
Slovenia,2008Q03
Solomon Islands,2008Q03
Somalia,2008Q03
South Africa,2008Q03
Spain,2008Q03
Sri Lanka,2008Q03
Sudan,2008Q03
Sudan (...2011),2008Q03
Suriname,2008Q03
Sweden,2008Q03
Syrian Arab Republic,2008Q03
Thailand,2008Q03
Timor-Leste,2008Q03
Togo,2008Q03
Tonga,2008Q03
Trinidad and Tobago,2008Q03
Tunisia,2008Q03
Turkiye,2008Q03
Turks and Caicos Islands,2008Q03
Tuvalu,2008Q03
Ukraine,2008Q03
United Arab Emirates,2008Q03
United Kingdom,2008Q03
United Republic of Tanzania,2008Q03
United States,2008Q03
United States Virgin Islands,2008Q03
Uruguay,2008Q03
Vanuatu,2008Q03
Venezuela (Bolivarian Rep. of),2008Q03
Viet Nam,2008Q03
Wallis and Futuna Islands,2008Q03
Yemen,2008Q03
Albania,2008Q04
Algeria,2008Q04
American Samoa,2008Q04
Angola,2008Q04
Antigua and Barbuda,2008Q04
Argentina,2008Q04
Aruba,2008Q04
Australia,2008Q04
Bahamas,2008Q04
Bahrain,2008Q04
Bangladesh,2008Q04
Barbados,2008Q04
Belgium,2008Q04
Belize,2008Q04
Benin,2008Q04
Bermuda,2008Q04
"Bonaire, Sint Eustatius and Saba",2008Q04
Brazil,2008Q04
British Virgin Islands,2008Q04
Brunei Darussalam,2008Q04
Bulgaria,2008Q04
Cabo Verde,2008Q04
Cambodia,2008Q04
Cameroon,2008Q04
Canada,2008Q04
Cayman Islands,2008Q04
Chile,2008Q04
China,2008Q04
"China, Hong Kong SAR",2008Q04
"China, Taiwan Province of",2008Q04
Colombia,2008Q04
Comoros,2008Q04
Congo,2008Q04
Cook Islands,2008Q04
Costa Rica,2008Q04
Cote d'Ivoire,2008Q04
Croatia,2008Q04
Cuba,2008Q04
Curacao,2008Q04
Cyprus,2008Q04
Dem. People's Rep. of Korea,2008Q04
Dem. Rep. of the Congo,2008Q04
Denmark,2008Q04
Djibouti,2008Q04
Dominica,2008Q04
Dominican Republic,2008Q04
Ecuador,2008Q04
Egypt,2008Q04
El Salvador,2008Q04
Equatorial Guinea,2008Q04
Eritrea,2008Q04
Estonia,2008Q04
Faroe Islands,2008Q04
Fiji,2008Q04
Finland,2008Q04
France,2008Q04
French Guiana,2008Q04
French Polynesia,2008Q04
Gabon,2008Q04
Gambia,2008Q04
Georgia,2008Q04
Germany,2008Q04
Ghana,2008Q04
Gibraltar,2008Q04
Greece,2008Q04
Grenada,2008Q04
Guadeloupe,2008Q04
Guam,2008Q04
Guatemala,2008Q04
Guernsey,2008Q04
Guinea,2008Q04
Guinea-Bissau,2008Q04
Guyana,2008Q04
Haiti,2008Q04
Honduras,2008Q04
Iceland,2008Q04
India,2008Q04
Indonesia,2008Q04
Iran (Islamic Republic of),2008Q04
Iraq,2008Q04
Ireland,2008Q04
Israel,2008Q04
Italy,2008Q04
Jamaica,2008Q04
Japan,2008Q04
Jersey,2008Q04
Jordan,2008Q04
Kenya,2008Q04
Kiribati,2008Q04
Kuwait,2008Q04
Latvia,2008Q04
Lebanon,2008Q04
Liberia,2008Q04
Libya,2008Q04
Lithuania,2008Q04
Madagascar,2008Q04
Malaysia,2008Q04
Maldives,2008Q04
Malta,2008Q04
Marshall Islands,2008Q04
Martinique,2008Q04
Mauritania,2008Q04
Mauritius,2008Q04
Mayotte,2008Q04
Mexico,2008Q04
Micronesia (Federated States of),2008Q04
Montenegro,2008Q04
Morocco,2008Q04
Mozambique,2008Q04
Myanmar,2008Q04
Namibia,2008Q04
Netherlands (Kingdom of the),2008Q04
Netherlands Antilles,2008Q04
New Caledonia,2008Q04
New Zealand,2008Q04
Nicaragua,2008Q04
Nigeria,2008Q04
Norfolk Island,2008Q04
Northern Mariana Islands,2008Q04
Norway,2008Q04
Oman,2008Q04
Pakistan,2008Q04
Palau,2008Q04
Panama,2008Q04
Papua New Guinea,2008Q04
Paraguay,2008Q04
Peru,2008Q04
Philippines,2008Q04
Poland,2008Q04
Portugal,2008Q04
Puerto Rico,2008Q04
Qatar,2008Q04
Republic of Korea,2008Q04
Reunion,2008Q04
Romania,2008Q04
Russian Federation,2008Q04
Saint Kitts and Nevis,2008Q04
Saint Lucia,2008Q04
Saint Vincent and the Grenadines,2008Q04
Samoa,2008Q04
Sao Tome and Principe,2008Q04
Saudi Arabia,2008Q04
Senegal,2008Q04
Serbia and Montenegro,2008Q04
Seychelles,2008Q04
Sierra Leone,2008Q04
Singapore,2008Q04
Sint Maarten (Dutch part),2008Q04
Slovenia,2008Q04
Solomon Islands,2008Q04
Somalia,2008Q04
South Africa,2008Q04
Spain,2008Q04
Sri Lanka,2008Q04
Sudan,2008Q04
Sudan (...2011),2008Q04
Suriname,2008Q04
Sweden,2008Q04
Syrian Arab Republic,2008Q04
Thailand,2008Q04
Timor-Leste,2008Q04
Togo,2008Q04
Tonga,2008Q04
Trinidad and Tobago,2008Q04
Tunisia,2008Q04
Turkiye,2008Q04
Tuvalu,2008Q04
Ukraine,2008Q04
United Arab Emirates,2008Q04
United Kingdom,2008Q04
United Republic of Tanzania,2008Q04
United States,2008Q04
United States Virgin Islands,2008Q04
Uruguay,2008Q04
Vanuatu,2008Q04
Venezuela (Bolivarian Rep. of),2008Q04
Viet Nam,2008Q04
Wallis and Futuna Islands,2008Q04
Yemen,2008Q04
Albania,2009Q01
Algeria,2009Q01
American Samoa,2009Q01
Angola,2009Q01
Antigua and Barbuda,2009Q01
Argentina,2009Q01
Aruba,2009Q01
Australia,2009Q01
Bahamas,2009Q01
Bahrain,2009Q01
Bangladesh,2009Q01
Barbados,2009Q01
Belgium,2009Q01
Belize,2009Q01
Benin,2009Q01
Bermuda,2009Q01
"Bonaire, Sint Eustatius and Saba",2009Q01
Brazil,2009Q01
British Virgin Islands,2009Q01
Brunei Darussalam,2009Q01
Bulgaria,2009Q01
Cabo Verde,2009Q01
Cambodia,2009Q01
Cameroon,2009Q01
Canada,2009Q01
Cayman Islands,2009Q01
Chile,2009Q01
China,2009Q01
"China, Hong Kong SAR",2009Q01
"China, Taiwan Province of",2009Q01
Colombia,2009Q01
Comoros,2009Q01
Congo,2009Q01
Cook Islands,2009Q01
Costa Rica,2009Q01
Cote d'Ivoire,2009Q01
Croatia,2009Q01
Cuba,2009Q01
Curacao,2009Q01
Cyprus,2009Q01
Dem. People's Rep. of Korea,2009Q01
Dem. Rep. of the Congo,2009Q01
Denmark,2009Q01
Djibouti,2009Q01
Dominica,2009Q01
Dominican Republic,2009Q01
Ecuador,2009Q01
Egypt,2009Q01
El Salvador,2009Q01
Equatorial Guinea,2009Q01
Eritrea,2009Q01
Estonia,2009Q01
Faroe Islands,2009Q01
Fiji,2009Q01
Finland,2009Q01
France,2009Q01
French Guiana,2009Q01
French Polynesia,2009Q01
Gabon,2009Q01
Gambia,2009Q01
Georgia,2009Q01
Germany,2009Q01
Ghana,2009Q01
Gibraltar,2009Q01
Greece,2009Q01
Grenada,2009Q01
Guadeloupe,2009Q01
Guam,2009Q01
Guatemala,2009Q01
